1.5350 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.8273 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BA348CDD30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BA346DE5C0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.8276 	EXP 	window1: mouseVisible = True
4.8276 	EXP 	window1: recordFrameIntervals = False
4.9932 	EXP 	window1: recordFrameIntervals = True
5.1775 	EXP 	window1: recordFrameIntervals = False
5.5732 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
5.5758 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
5.5764 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
5.6023 	EXP 	Sound sound_1 set volume 1.000
5.7484 	EXP 	Created Checkerboard = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='stimuli/checkerboard.bmp', interpolate=True, mask=None, maskParams=None, name='Checkerboard', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.125, 2.   ]), texRes=128, units='norm', win=Window(...))
5.8834 	EXP 	Created Checkerboard2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='stimuli/checkerboard2.bmp', interpolate=True, mask=None, maskParams=None, name='Checkerboard2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.125, 2.   ]), texRes=128, units='norm', win=Window(...))
5.9584 	EXP 	text_2: autoDraw = True
6.5149 	DATA 	Keypress: space
6.5307 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
6.5309 	EXP 	New trial (rep=0, index=0): None
6.5435 	EXP 	text_2: autoDraw = False
6.5435 	EXP 	text: autoDraw = True
21.5430 	EXP 	text: autoDraw = False
21.5430 	EXP 	text: autoDraw = False
21.5430 	EXP 	text_3: autoDraw = True
22.0425 	EXP 	text_3: autoDraw = False
22.0425 	EXP 	text_3: autoDraw = False
22.6287 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
22.6288 	EXP 	New trial (rep=0, index=0): None
22.6426 	EXP 	Checkerboard: autoDraw = True
23.2259 	EXP 	Checkerboard2: autoDraw = True
23.2426 	EXP 	Checkerboard: autoDraw = False
23.8110 	EXP 	New trial (rep=1, index=0): None
23.8262 	EXP 	Checkerboard2: autoDraw = False
23.8262 	EXP 	Checkerboard: autoDraw = False
23.8262 	EXP 	Checkerboard2: autoDraw = False
23.8262 	EXP 	Checkerboard: autoDraw = True
24.4091 	EXP 	Checkerboard2: autoDraw = True
24.4256 	EXP 	Checkerboard: autoDraw = False
24.9942 	EXP 	New trial (rep=2, index=0): None
25.0090 	EXP 	Checkerboard2: autoDraw = False
25.0090 	EXP 	Checkerboard: autoDraw = False
25.0090 	EXP 	Checkerboard2: autoDraw = False
25.0090 	EXP 	Checkerboard: autoDraw = True
25.5924 	EXP 	Checkerboard2: autoDraw = True
25.6092 	EXP 	Checkerboard: autoDraw = False
26.1780 	EXP 	New trial (rep=3, index=0): None
26.1923 	EXP 	Checkerboard2: autoDraw = False
26.1923 	EXP 	Checkerboard: autoDraw = False
26.1923 	EXP 	Checkerboard2: autoDraw = False
26.1923 	EXP 	Checkerboard: autoDraw = True
26.7756 	EXP 	Checkerboard2: autoDraw = True
26.7922 	EXP 	Checkerboard: autoDraw = False
27.3611 	EXP 	New trial (rep=4, index=0): None
27.3756 	EXP 	Checkerboard2: autoDraw = False
27.3756 	EXP 	Checkerboard: autoDraw = False
27.3756 	EXP 	Checkerboard2: autoDraw = False
27.3756 	EXP 	Checkerboard: autoDraw = True
27.9587 	EXP 	Checkerboard2: autoDraw = True
27.9755 	EXP 	Checkerboard: autoDraw = False
28.5444 	EXP 	New trial (rep=5, index=0): None
28.5587 	EXP 	Checkerboard2: autoDraw = False
28.5587 	EXP 	Checkerboard: autoDraw = False
28.5587 	EXP 	Checkerboard2: autoDraw = False
28.5587 	EXP 	Checkerboard: autoDraw = True
29.1420 	EXP 	Checkerboard2: autoDraw = True
29.1590 	EXP 	Checkerboard: autoDraw = False
29.7281 	EXP 	New trial (rep=6, index=0): None
29.7422 	EXP 	Checkerboard2: autoDraw = False
29.7422 	EXP 	Checkerboard: autoDraw = False
29.7422 	EXP 	Checkerboard2: autoDraw = False
29.7422 	EXP 	Checkerboard: autoDraw = True
30.3255 	EXP 	Checkerboard2: autoDraw = True
30.3423 	EXP 	Checkerboard: autoDraw = False
30.9112 	EXP 	New trial (rep=7, index=0): None
30.9256 	EXP 	Checkerboard2: autoDraw = False
30.9256 	EXP 	Checkerboard: autoDraw = False
30.9256 	EXP 	Checkerboard2: autoDraw = False
30.9256 	EXP 	Checkerboard: autoDraw = True
31.5087 	EXP 	Checkerboard2: autoDraw = True
31.5254 	EXP 	Checkerboard: autoDraw = False
32.0939 	EXP 	New trial (rep=8, index=0): None
32.1087 	EXP 	Checkerboard2: autoDraw = False
32.1087 	EXP 	Checkerboard: autoDraw = False
32.1087 	EXP 	Checkerboard2: autoDraw = False
32.1087 	EXP 	Checkerboard: autoDraw = True
32.6924 	EXP 	Checkerboard2: autoDraw = True
32.7088 	EXP 	Checkerboard: autoDraw = False
33.2772 	EXP 	New trial (rep=9, index=0): None
33.2919 	EXP 	Checkerboard2: autoDraw = False
33.2919 	EXP 	Checkerboard: autoDraw = False
33.2919 	EXP 	Checkerboard2: autoDraw = False
33.2919 	EXP 	Checkerboard: autoDraw = True
33.8755 	EXP 	Checkerboard2: autoDraw = True
33.8918 	EXP 	Checkerboard: autoDraw = False
34.4613 	EXP 	New trial (rep=1, index=0): None
34.4753 	EXP 	Checkerboard2: autoDraw = False
34.4753 	EXP 	Checkerboard: autoDraw = False
34.4753 	EXP 	Checkerboard2: autoDraw = False
34.4753 	EXP 	text: autoDraw = True
38.7114 	DATA 	Keypress: escape
38.9210 	EXP 	window1: mouseVisible = True
